index,appid,name,release_date,english,developer,publisher,required_age,achievements,total_ratings,ratingpc,price,discount,discount_bin,windows,linux,mac,cat_Multi-player,cat_Online Multi-Player,cat_Single-player,cat_Steam Cloud,cat_Steam Achievements,cat_Steam Trading Cards,cat_Partial Controller Support,cat_Stats,cat_Co-op,cat_Full controller support,cat_Steam Leaderboards,cat_Shared/Split Screen,gen_Action,gen_Adventure,gen_Indie,gen_Strategy,gen_RPG,gen_Simulation,gen_Casual,gen_Early Access,all_time_peak,may_19_av,may_19_peak,jun_19_av,jun_19_peak,jul_19_av,may_jun_avuplift,may_jun_avupliftpc,jun_jul_avuplift,jun_jul_avupliftpc
19985,861940,Crashbots,2018-10-09,1,Neonchimp Games,Neonchimp Games,0,1,6,0.8333333333333334,7.99,50.0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,3.0,0.18,3.0,0.07,2.0,0.03,-0.10999999999999999,-0.611111111111111,-0.04000000000000001,-0.5714285714285715
19987,862010,Weird Dungeon Explorer: Defender,2018-05-25,1,Nekyau Games,Nekyau,0,0,38,0.23684210526315788,0.79,51.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2.0,0.26,1.0,0.47,2.0,0.07,0.20999999999999996,0.8076923076923075,-0.39999999999999997,-0.851063829787234
19988,862020,Weird Dungeon Explorer: Run Away,2018-05-25,1,Nekyau Games,Nekyau,0,0,36,0.25,0.79,51.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3.0,0.1,2.0,0.18,1.0,0.08,0.07999999999999999,0.7999999999999998,-0.09999999999999999,-0.5555555555555556
19989,862040,Weird Dungeon Explorer: Wave Beat,2018-05-25,1,Nekyau Games,Nekyau Games,0,0,38,0.15789473684210525,0.79,51.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2.0,0.09,2.0,0.09,1.0,0.19,0.0,0.0,0.1,1.1111111111111112
19990,862110,Super Jigsaw Puzzle: Cities,2018-05-29,1,Flat Cat Games,Flat Cat Games,0,1,21,1.0,3.99,75.0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,16.0,3.58,12.0,2.58,9.0,2.05,-1.0,-0.27932960893854747,-0.5300000000000002,-0.20542635658914737
19991,862120,Deconstructor,2018-06-01,1,For Kids,For Kids,0,1,14,0.07142857142857142,1.69,76.0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.0,0.04,2.0,0.01,1.0,0.05,-0.03,-0.75,0.04,4.0
19994,862180,G-DINO'S JUNGLE ADVENTURE,2018-05-25,1,Nekyau Games,Nekyau,0,0,37,0.3783783783783784,0.79,51.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3.0,0.02,1.0,0.3,2.0,0.02,0.27999999999999997,13.999999999999998,-0.27999999999999997,-0.9333333333333332
19997,862210,Inca Marbles,2018-06-08,1,Bullid Games,Bullid Games,0,1,26,0.5384615384615384,1.69,76.0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4.0,0.1,2.0,0.12,2.0,0.04,0.01999999999999999,0.1999999999999999,-0.07999999999999999,-0.6666666666666666
19999,862260,Miami Cruise,2018-12-20,1,MK Games,MK Games,0,1,16,0.875,4.79,0.0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,5.0,0.06,2.0,0.02,1.0,0.08,-0.039999999999999994,-0.6666666666666666,0.06,3.0
20001,862320,Epic drag puZOOls,2018-05-24,1,Nekyau Games,Nekyau,0,0,35,0.5714285714285714,0.79,51.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.0,0.12,2.0,0.19,2.0,0.04,0.07,0.5833333333333334,-0.15,-0.7894736842105263
20003,862390,FlyInside Flight Simulator,2018-12-20,1,FlyInside Inc.,FlyInside Inc.,0,1,62,0.7741935483870968,27.79,0.0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,22.0,0.86,6.0,1.45,7.0,1.49,0.59,0.686046511627907,0.040000000000000036,0.027586206896551748
20004,862480,The Spiral Scouts,2018-07-12,1,Cantaloupe Kids,Cantaloupe Kids,18,1,221,0.9502262443438914,7.19,50.0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,143.0,6.54,49.0,2.65,9.0,1.71,-3.89,-0.5948012232415902,-0.94,-0.35471698113207545
20008,862570,Ding Dong XL,2018-06-15,1,Nickervision Studios,Nickervision Studios,0,1,228,0.9912280701754386,0.79,51.0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,8.0,1.06,5.0,1.27,5.0,0.85,0.20999999999999996,0.19811320754716977,-0.42000000000000004,-0.33070866141732286
20009,862580,OK/NORMAL,2018-06-18,1,98DEMAKE,98DEMAKE,0,1,206,0.7961165048543689,2.99,0.0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,17.0,0.1,2.0,0.11,2.0,0.14,0.009999999999999995,0.09999999999999995,0.030000000000000013,0.2727272727272728
20011,862660,Football Girls: Dream Team,2018-06-13,1,Night Dreams Studio,Night Dreams Studio,0,1,46,0.34782608695652173,5.19,75.0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,17.0,0.05,1.0,0.08,2.0,0.06,0.03,0.6,-0.020000000000000004,-0.25000000000000006
20013,862740,OneShift,2018-08-10,1,Mazen Games,GrabTheGames;Mazen Games,0,1,27,0.7037037037037037,3.99,75.0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,4.0,0.04,2.0,0.03,1.0,0.06,-0.010000000000000002,-0.25000000000000006,0.03,1.0
20014,862770,KO Mech,2018-07-19,1,ektomarch,ektomarch,0,1,39,0.9487179487179487,3.29,88.0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,12.0,0.03,1.0,0.05,2.0,0.04,0.020000000000000004,0.6666666666666669,-0.010000000000000002,-0.20000000000000004
20022,863280,Astraeus,2018-06-07,1,E McNeill,E McNeill,0,0,6,0.8333333333333334,11.39,0.0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.0,0.07,1.0,0.21,1.0,0.05,0.13999999999999999,1.9999999999999996,-0.15999999999999998,-0.7619047619047619
20025,863380,Frankenstein: Beyond the Time,2018-08-01,1,The Dust S.A.,The Dust S.A.,0,1,21,0.6190476190476191,10.99,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,4.0,0.03,1.0,0.01,1.0,0.06,-0.019999999999999997,-0.6666666666666666,0.049999999999999996,4.999999999999999
20026,863420,Melting World Online,2018-10-04,1,Juvty Worlds Ltd.,Juvty Worlds Ltd.,0,0,65,0.6,7.19,75.0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,20.0,0.51,4.0,0.36,3.0,0.35,-0.15000000000000002,-0.2941176470588236,-0.010000000000000009,-0.027777777777777804
20029,863490,Bighead Runner,2018-06-07,1,NukGames,NukGames,0,1,42,0.7857142857142857,0.79,51.0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,3.0,0.08,2.0,0.12,2.0,0.1,0.039999999999999994,0.4999999999999999,-0.01999999999999999,-0.1666666666666666
20030,863550,HITMAN™ 2,2018-11-13,1,IO Interactive A/S,Warner Bros Interactive Entertainment,0,1,12570,0.86030230708035,44.99,60.0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,356867.0,2028.64,32022.0,1574.63,4729.0,2401.34,-454.01,-0.22380018140231878,826.71,0.5250185757924084
20032,863580,Viking Days,2018-08-08,1,VRMonkey,VRMonkey,0,1,12,0.4166666666666667,3.99,70.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2.0,0.22,2.0,0.03,1.0,0.06,-0.19,-0.8636363636363636,0.03,1.0
20033,863590,Starcom: Nexus,2018-12-12,1,Wx3 Labs,Wx3 Labs,0,1,142,0.9366197183098591,13.49,15.0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,95.0,6.06,22.0,15.32,51.0,5.99,9.260000000000002,1.5280528052805284,-9.33,-0.6090078328981723
20042,863900,Villager's Biography,2018-06-13,1,Yann Zunn,Yann Zunn,0,0,73,0.8082191780821918,1.69,46.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,16.0,0.41,4.0,0.21,3.0,0.29,-0.19999999999999998,-0.4878048780487805,0.07999999999999999,0.38095238095238093
20044,863980,ORIX!,2018-05-29,1,AFBIK Studio,AFBIK Studio,0,1,31,0.6129032258064516,0.79,51.0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,8.0,0.1,1.0,0.08,2.0,0.1,-0.020000000000000004,-0.20000000000000004,0.020000000000000004,0.25000000000000006
20047,864040,Sliver-Sclicker,2018-06-08,1,Nekyau Games,Nekyau,0,0,33,0.2727272727272727,0.79,51.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9.0,0.09,3.0,0.11,2.0,0.18,0.020000000000000004,0.22222222222222227,0.06999999999999999,0.6363636363636362
20048,864060,Marble It Up!,2018-11-16,1,Blueteak;The Engine Company;Shapes and Lines;Arcturus Interactive,"Alvios, Inc.;Bad Habit Productions",0,1,187,0.946524064171123,15.49,20.0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,97.0,7.03,41.0,10.8,26.0,10.61,3.7700000000000005,0.5362731152204837,-0.19000000000000128,-0.017592592592592708
20049,864100,Sagebrush,2018-09-18,1,Redact Games,Redact Games,0,1,49,0.9387755102040817,5.19,50.0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,5.0,0.1,1.0,0.11,4.0,0.18,0.009999999999999995,0.09999999999999995,0.06999999999999999,0.6363636363636362
20055,864300,qop 3,2018-06-07,1,Quiet River,Quiet River,0,1,104,0.9423076923076923,0.79,46.0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,57.0,0.69,57.0,0.7,12.0,0.58,0.010000000000000009,0.01449275362318842,-0.12,-0.17142857142857143
20056,864360,SAVANNA SHOT VR,2018-05-29,1,SAT-BOX,SAT-BOX,0,0,2,1.0,10.99,50.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2.0,0.02,1.0,0.07,1.0,0.03,0.05,2.5,-0.04000000000000001,-0.5714285714285715
20059,864400,Defender Faith,2018-06-01,1,Oblom studio,Enjoy Games,0,0,14,0.8571428571428571,0.79,51.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2.0,0.03,1.0,0.01,1.0,0.01,-0.019999999999999997,-0.6666666666666666,0.0,0.0
20065,864520,Achievement Creator,2018-07-20,1,DRUNKEN APES,DRUNKEN APES,0,1,43,0.7441860465116279,1.99,55.0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,3.0,0.04,2.0,0.11,2.0,0.07,0.07,1.7500000000000002,-0.039999999999999994,-0.3636363636363636
20067,864550,Radiant One,2018-07-30,1,Fntastic,Fntastic,0,1,122,0.8278688524590164,2.89,0.0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,7.0,0.11,3.0,0.14,3.0,0.34,0.030000000000000013,0.2727272727272728,0.2,1.4285714285714286
20071,864740,The World of Labyrinths: Labyronia,2018-06-01,1,Labyrinthine,Labyrinthine,0,1,4,1.0,1.49,0.0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,4.0,0.1,2.0,0.11,2.0,0.11,0.009999999999999995,0.09999999999999995,0.0,0.0
20074,864860,HellCat,2018-06-14,1,Verbal Chambers,Verbal Chambers,0,1,111,0.8648648648648649,1.69,76.0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,6.0,0.17,3.0,0.1,3.0,0.04,-0.07,-0.411764705882353,-0.060000000000000005,-0.6
20076,864940,"150,000 B.C.",2018-05-30,1,carrot,Garage Games,0,1,242,0.2892561983471074,0.79,51.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,6.0,0.15,4.0,0.58,4.0,0.48,0.42999999999999994,2.8666666666666663,-0.09999999999999998,-0.17241379310344826
20078,865050,World of Tea,2018-06-08,1,Nekyau Games,Nekyau,0,0,47,0.2765957446808511,0.79,51.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,3.0,0.47,2.0,0.07,1.0,0.23,-0.39999999999999997,-0.851063829787234,0.16,2.2857142857142856
20079,865060,Murasaki Tsurugi,2018-12-18,1,Katatema,AGM PLAYISM,0,1,10,1.0,3.99,20.0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,5.0,0.12,3.0,0.18,3.0,0.1,0.06,0.5,-0.07999999999999999,-0.4444444444444444
20080,865090,AHEGAL,2018-10-11,1,Oppai Reveal Studios,Oppai Reveal Studios,0,0,479,0.8789144050104384,0.79,41.0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,153.0,2.53,14.0,1.6,8.0,2.32,-0.9299999999999997,-0.36758893280632404,0.7199999999999998,0.44999999999999984
20085,865190,HotFloor,2018-05-30,1,David Mulder,David Mulder,0,0,17,0.8823529411764706,3.99,90.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,0.04,1.0,0.05,2.0,0.01,0.010000000000000002,0.25000000000000006,-0.04,-0.7999999999999999
20086,865220,Puzlogic,2018-07-20,1,Eduardo Barreto,Eduardo Barreto,0,1,14,0.9285714285714286,2.09,50.0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6.0,0.13,2.0,0.26,3.0,0.42,0.13,1.0,0.15999999999999998,0.6153846153846153
20087,865240,Jumpo Joe,2018-07-08,1,Brzezinski,SIFAKA DIGITAL,0,1,21,0.7619047619047619,0.79,51.0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17.0,0.11,17.0,0.06,1.0,0.04,-0.05,-0.4545454545454546,-0.019999999999999997,-0.3333333333333333
20088,865270,LIBRARY,2018-08-10,1,Happy Snake,Happy Snake Games,0,1,83,0.9759036144578314,1.69,50.0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,11.0,0.01,1.0,0.05,2.0,0.1,0.04,4.0,0.05,1.0
20089,865310,Dubstep Abasralsa,2018-05-30,1,Dayn,Narko Games,0,0,46,0.6521739130434783,0.79,51.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,2.0,0.02,1.0,0.01,1.0,0.02,-0.01,-0.5,0.01,1.0
20092,865540,PLAYNE : The Meditation Game,2018-11-05,1,Vismaya,Vismaya,0,1,164,0.9634146341463414,8.99,0.0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,19.0,4.83,12.0,5.45,16.0,6.53,0.6200000000000001,0.12836438923395446,1.08,0.1981651376146789
20094,865750,Harmony of the bravest,2018-06-07,1,LSGames,LSGames,0,0,3,1.0,5.79,85.0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,4.0,0.06,1.0,0.05,1.0,0.05,-0.009999999999999995,-0.1666666666666666,0.0,0.0
20097,865850,Dehumanized,2018-07-12,1,BurningDust Games,SakuraGame,0,0,93,0.7204301075268817,1.69,50.0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,117.0,0.15,2.0,0.42,3.0,0.09,0.27,1.8000000000000003,-0.32999999999999996,-0.7857142857142857
20099,865870,SpaceTone,2018-09-24,1,SpaceSoySauceStudio,SpaceSoySauceStudio,0,1,17,0.8823529411764706,10.29,0.0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,6.0,0.03,1.0,0.04,1.0,0.02,0.010000000000000002,0.3333333333333334,-0.02,-0.5
20100,865930,BQM - BlockQuest Maker-,2018-07-26,1,WonderlandKazakiri,Gamera Game;idealCat,0,1,127,0.8267716535433071,7.99,0.0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,85.0,0.47,3.0,0.46,3.0,0.43,-0.009999999999999953,-0.021276595744680753,-0.030000000000000027,-0.06521739130434788
20103,866100,HarmonyTD,2018-07-31,1,FunArouGames,FunArouGames,0,1,8,0.75,11.39,0.0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,4.0,0.01,1.0,0.07,1.0,0.03,0.060000000000000005,6.0,-0.04000000000000001,-0.5714285714285715
20104,866150,Treasures of the Ancients: Egypt,2018-06-06,1,Garage Games;Jan Hess,Garage Games,0,0,95,0.3263157894736842,0.79,51.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,9.0,0.09,2.0,0.33,3.0,0.28,0.24000000000000002,2.666666666666667,-0.04999999999999999,-0.15151515151515146
20111,866400,On The Western Front,2018-10-05,1,Aggroblakh,Aggroblakh,0,0,33,0.6666666666666666,7.19,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,8.0,0.59,3.0,0.95,3.0,0.14,0.36,0.6101694915254238,-0.8099999999999999,-0.8526315789473684
20112,866420,TANKS,2018-06-12,1,Oleksandr Savostianov,Oleksandr Savostianov,0,0,34,0.9705882352941176,3.99,50.0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,6.0,0.2,3.0,0.17,2.0,0.23,-0.03,-0.15,0.06,0.3529411764705882
20115,866510,!AnyWay!,2018-06-06,1,GQG DEVELOPER;SGS,GQG PUBLISHER,0,1,68,0.6764705882352942,1.69,70.0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,924.0,3.4,244.0,4.27,73.0,4.18,0.8699999999999997,0.2558823529411764,-0.08999999999999986,-0.021077283372365307
20117,866730,Love Story: The Way Home,2018-06-08,1,Media Art,Big Fish Games,0,0,1,1.0,5.19,50.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.0,0.1,2.0,0.01,1.0,0.04,-0.09000000000000001,-0.9,0.03,3.0
20119,867050,Endless Fables 3: Dark Moor,2018-07-19,1,Sunward Games,Artifex Mundi,0,1,23,0.782608695652174,11.39,50.0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,20.0,0.59,5.0,1.31,9.0,1.09,0.7200000000000001,1.2203389830508478,-0.21999999999999997,-0.1679389312977099
20121,867110,Dungeon Rankers,2018-07-23,1,Dead Fish Eye,Dead Fish Eye,0,0,6,0.8333333333333334,2.09,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6.0,0.27,3.0,0.03,1.0,0.07,-0.24000000000000002,-0.888888888888889,0.04000000000000001,1.3333333333333337
20122,867120,Lilipalace,2018-07-13,1,TUNNEL no.73,TUNNEL no.73;Kagura Games,0,0,58,0.7241379310344828,10.29,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,42.0,0.46,4.0,0.38,3.0,0.29,-0.08000000000000002,-0.1739130434782609,-0.09000000000000002,-0.23684210526315796
20124,867140,WIN THE GAME: WTF!,2018-06-06,1,AFBIK Studio,AFBIK Studio,0,1,48,0.7083333333333334,0.79,51.0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,14.0,0.56,4.0,0.45,6.0,0.45,-0.11000000000000004,-0.19642857142857148,0.0,0.0
20125,867180,Tilesweeper,2018-08-23,1,IEVO,IEVO,0,1,85,0.8352941176470589,3.99,40.0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,36.0,4.03,16.0,3.32,10.0,4.42,-0.7100000000000004,-0.17617866004962787,1.1,0.33132530120481934
20126,867250,Wars of Succession,2018-06-14,1,Ageod,Slitherine Ltd.,0,0,8,0.75,23.79,50.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,10.0,0.95,5.0,0.83,5.0,0.91,-0.12,-0.12631578947368421,0.08000000000000007,0.09638554216867479
20127,867380,Up Left Out,2018-06-29,1,Maciej Targoni;Wojciech Wasiak, Maciej Targoni,0,1,98,0.9183673469387755,0.79,24.0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.0,0.49,4.0,0.56,5.0,0.73,0.07000000000000006,0.142857142857143,0.16999999999999993,0.30357142857142844
20129,867480,Daddy,2018-06-05,1,Pudding,Cheesecake,0,1,33,0.5151515151515151,2.09,70.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,0.82,2.0,0.88,2.0,1.03,0.06000000000000005,0.07317073170731714,0.15000000000000002,0.17045454545454547
20130,867490,Remyadry,2018-07-09,1,Kokoko Soft,DLsite,0,0,340,0.8794117647058823,7.19,30.0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,284.0,13.34,63.0,6.08,31.0,7.28,-7.26,-0.5442278860569715,1.2000000000000002,0.1973684210526316
20131,867510,PHOTON CUBE,2018-06-27,1,SMILEAXE,DLsite,0,0,2,1.0,5.19,50.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,2.0,0.01,1.0,0.05,1.0,0.02,0.04,4.0,-0.030000000000000002,-0.6
20137,867610,Shadow Council: The Puppeteers,2018-06-21,1,Dreambakers,Dreambakers,0,1,36,0.4722222222222222,5.79,75.0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,4.0,0.09,2.0,0.1,2.0,0.13,0.010000000000000009,0.11111111111111122,0.03,0.3
20138,867620,Hyper Train Corporation,2018-06-18,1,Dreambakers,Dreambakers,0,1,21,0.047619047619047616,5.79,75.0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.0,0.1,2.0,0.12,4.0,0.09,0.01999999999999999,0.1999999999999999,-0.03,-0.25
20140,867700,The Wilting Amaranth,2018-06-04,1,Reine Works,Top Hat Studios Inc,0,1,36,0.8611111111111112,3.99,30.0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.0,0.2,3.0,0.2,3.0,0.27,0.0,0.0,0.07,0.35000000000000003
20150,868060,Immortal Darkness: Curse of The Pale King,2018-10-17,1,Giant Space Monster,Giant Space Monster,0,1,19,0.9473684210526315,11.39,67.0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,7.0,0.2,3.0,0.31,4.0,0.52,0.10999999999999999,0.5499999999999999,0.21000000000000002,0.6774193548387097
20153,868190,Sapper boom!,2018-06-07,1,13-lab,13-lab;azimut team,0,1,32,0.3125,0.79,51.0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4.0,0.1,3.0,0.12,3.0,0.15,0.01999999999999999,0.1999999999999999,0.03,0.25
20156,868230,Mushroom Quest,2018-06-18,1,Flying Islands Team,Flying Islands Team,0,1,34,0.8235294117647058,2.09,81.0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4.0,0.06,1.0,0.09,2.0,0.11,0.03,0.5,0.020000000000000004,0.22222222222222227
20159,868360,Project Hospital,2018-10-30,1,Oxymoron Games,Oxymoron Games,0,1,1167,0.8071979434447301,24.99,25.0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,2648.0,140.85,382.0,296.59,710.0,222.25,155.73999999999998,1.1057152999645012,-74.33999999999997,-0.2506490441350011
20164,868470,Heroes Arena,2018-07-27,1,Victor Corradi,Corradi Games,0,1,9,0.6666666666666666,0.79,51.0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,4.0,0.08,1.0,0.32,2.0,0.19,0.24,3.0,-0.13,-0.40625
20165,868500,Qybe,2018-10-23,1,Qrakhen,Qrakhen,0,1,12,1.0,2.99,0.0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,5.0,0.01,1.0,0.01,1.0,0.03,0.0,0.0,0.019999999999999997,1.9999999999999996
20167,868520,killer7,2018-11-15,1,GRASSHOPPER MANUFACTURE INC.;Engine Software BV,"NIS America, Inc.",0,0,444,0.972972972972973,15.49,35.0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,218.0,6.77,22.0,5.9,21.0,8.22,-0.8699999999999992,-0.12850812407680934,2.3200000000000003,0.39322033898305087
20168,868550,What do you hear?? Yanny vs Laurel,2018-06-09,1,Hardcore Studio,Hardcore Studio,0,1,9,0.2222222222222222,0.79,51.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,0.02,1.0,0.02,1.0,0.02,0.0,0.0,0.0,0.0
20171,868580,Arkhangel: The House of the Seven Stars,2018-07-27,1,Winter Night Games,Winter Night Games,0,0,18,0.8333333333333334,11.39,75.0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,4.0,0.09,1.0,0.16,2.0,0.13,0.07,0.7777777777777779,-0.03,-0.1875
20173,868660,Soccer Battle Royale,2018-11-03,1,DitzelGames,Indie,0,1,11,0.9090909090909091,2.09,50.0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,17.0,0.01,1.0,0.02,1.0,0.02,0.01,1.0,0.0,0.0
20175,868780,"I, Cyborg",2018-06-28,1,Choice of Games,Choice of Games,0,1,15,0.9333333333333333,4.79,35.0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,32.0,0.46,4.0,0.51,4.0,0.76,0.04999999999999999,0.10869565217391301,0.25,0.49019607843137253
20178,868890,Horny Fighter,2018-07-24,1,Tero Lunkka,Tero Lunkka,0,0,39,0.6410256410256411,0.79,51.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2.0,0.01,1.0,0.02,1.0,0.02,0.01,1.0,0.0,0.0
