index,appid,name,release_date,english,developer,publisher,required_age,achievements,positive_ratings,negative_ratings,ratingpc,price,discount,discount_bin,windows,linux,mac,cat_Multi-player,cat_Online Multi-Player,cat_Single-player,cat_Steam Cloud,cat_Steam Achievements,cat_Steam Trading Cards,cat_Partial Controller Support,cat_Stats,cat_Co-op,cat_Full controller support,cat_Steam Leaderboards,cat_Shared/Split Screen,gen_Action,gen_Adventure,gen_Indie,gen_Strategy,gen_RPG,gen_Simulation,gen_Casual,gen_Early Access,all_time_peak,jun_19_av,jul_19_av,jun_jul_avuplift,jun_jul_avupliftpc
37,2200,Quake III Arena,2007-08-03,1,id Software,id Software,0,0,1362,66,0.9537815126050421,12.99,0.0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,113.0,22.23,28.17,5.940000000000001,0.2672064777327936
38,2210,Quake IV,2011-08-04,1,RavenSoft / id Software,Bethesda Softworks,18,0,891,171,0.8389830508474576,12.99,50.0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,255.0,15.69,23.72,8.03,0.5117909496494583
39,2270,Wolfenstein 3D,2007-08-03,1,id Software,Bethesda-Softworks,0,0,1773,87,0.9532258064516129,2.99,50.0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,75.0,7.83,9.36,1.5299999999999994,0.19540229885057464
40,2280,Ultimate Doom,2007-08-03,1,id Software,id Software,0,0,3705,257,0.9351337708228168,3.99,50.0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,121.0,38.85,34.6,-4.25,-0.1093951093951094
41,2290,Final DOOM,2007-08-03,1,id Software,id Software,0,0,573,82,0.8748091603053435,3.99,50.0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24.0,6.98,7.16,0.17999999999999972,0.025787965616045804
42,2300,DOOM II,2007-08-03,1,id Software,id Software,0,0,2517,182,0.9325676176361616,3.99,50.0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,104.0,23.0,20.15,-2.8500000000000014,-0.12391304347826093
43,2310,QUAKE,2007-08-03,1,id Software,id Software,0,0,2618,136,0.9506172839506173,3.99,50.0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,118.0,19.51,25.54,6.029999999999998,0.3090722706304458
44,2320,QUAKE II,2007-08-03,1,id Software,id Software,0,0,1369,107,0.9275067750677507,3.99,50.0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,131.0,46.79,41.5,-5.289999999999999,-0.11305834580038468
45,2330,QUAKE II Mission Pack: The Reckoning,2007-08-03,1,Xatrix Entertainment,id Software,0,0,65,12,0.8441558441558441,2.49,33.0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.0,1.63,1.74,0.1100000000000001,0.06748466257668718
46,2340,QUAKE II Mission Pack: Ground Zero,2007-08-03,1,Rogue Entertainment,id Software,0,0,54,33,0.6206896551724138,2.49,33.0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.0,1.06,2.11,1.0499999999999998,0.9905660377358488
47,2350,QUAKE III: Team Arena,2007-08-03,1,id Software,id Software,0,0,108,31,0.7769784172661871,12.99,0.0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.0,2.16,2.98,0.8199999999999998,0.37962962962962954
49,2370,HeXen: Deathkings of the Dark Citadel,2007-08-03,1,Raven Software,id Software,0,0,57,20,0.7402597402597403,2.99,50.0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.0,0.47,0.45,-0.019999999999999962,-0.042553191489361625
50,2390,Heretic: Shadow of the Serpent Riders,2007-08-03,1,Raven Software,id Software,0,0,417,29,0.9349775784753364,2.99,50.0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,34.0,3.33,3.77,0.43999999999999995,0.13213213213213212
51,2450,Bloody Good Time,2010-10-29,1,Outerlight Ltd.,Ubisoft,0,1,662,204,0.7644341801385681,4.29,75.0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,179.0,2.0,2.08,0.08000000000000007,0.040000000000000036
52,2500,Shadowgrounds,2006-05-08,1,Frozenbyte,Frozenbyte,0,0,973,248,0.7968877968877969,3.99,85.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,264.0,1.81,3.3,1.4899999999999998,0.8232044198895027
53,2590,Alpha Prime,2007-11-07,1,Black Element,Bohemia Interactive,0,0,610,523,0.5383936451897617,2.99,80.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,74.0,0.67,0.8,0.13,0.19402985074626866
54,2600,Vampire: The Masquerade - Bloodlines,2007-03-22,1,Troika Games,Activision,0,0,6161,362,0.9445040625479074,14.99,25.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1107.0,208.15,157.21,-50.94,-0.24472736007686763
55,2610,GUN™,2006-10-13,1,Neversoft,Activision,0,0,740,87,0.8948004836759371,9.99,75.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,150.0,3.7,6.19,2.49,0.672972972972973
56,2620,Call of Duty®,2006-10-13,1,Infinity Ward,Activision,0,0,1555,117,0.9300239234449761,14.99,50.0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,197.0,43.82,48.94,5.119999999999997,0.11684162482884522
57,2630,Call of Duty® 2,2006-10-13,1,Infinity Ward;Aspyr (Mac),Activision;Aspyr (Mac),0,0,2434,236,0.9116104868913858,14.99,50.0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,402.0,139.12,138.18,-0.9399999999999977,-0.00675675675675674
58,2640,Call of Duty: United Offensive,2006-10-13,1,Gray Matter Studios,Activision,0,0,490,97,0.8347529812606473,14.99,0.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,71.0,17.12,20.29,3.169999999999998,0.18516355140186905
59,2710,Act of War: Direct Action,2008-03-12,1,Eugen Systems,THQ Nordic,0,0,180,33,0.8450704225352113,1.99,60.0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27.0,6.29,7.59,1.2999999999999998,0.20667726550079488
60,2720,ThreadSpace: Hyperbol,2007-07-12,1,Iocaine Studios,Atari,0,0,31,9,0.775,3.99,0.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,9.0,1.04,0.88,-0.16000000000000003,-0.15384615384615388
61,2780,ARMA: Combat Operations,2008-03-12,1,Bohemia Interactive,Bohemia Interactive,0,0,145,77,0.6531531531531531,5.99,80.0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,103.0,0.87,0.88,0.010000000000000009,0.011494252873563229
62,2800,X2: The Threat,2006-07-21,1,Egosoft,Egosoft,0,0,212,50,0.8091603053435115,4.99,25.0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,203.0,8.56,10.81,2.25,0.2628504672897196
63,2810,X3: Reunion,2006-07-21,1,Egosoft,Egosoft,0,0,282,113,0.7139240506329114,9.99,25.0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,309.0,13.01,13.51,0.5,0.03843197540353574
64,2820,X3: Terran Conflict,2008-10-16,1,Egosoft,Egosoft,0,1,1633,272,0.8572178477690289,15.99,40.0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1019.0,77.28,86.33,9.049999999999997,0.11710662525879913
65,2840,X: Beyond the Frontier,2010-10-08,1,Egosoft,Egosoft,0,0,142,48,0.7473684210526316,3.49,25.0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,156.0,1.66,2.28,0.6199999999999999,0.3734939759036144
66,2850,X: Tension,2010-10-08,1,Egosoft,Egosoft,0,0,57,18,0.76,3.49,25.0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,53.0,2.17,1.17,-1.0,-0.4608294930875576
67,2870,X Rebirth,2013-11-15,1,Egosoft,Egosoft,0,1,2832,4032,0.4125874125874126,24.99,25.0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,14664.0,35.53,37.52,1.990000000000002,0.05600900647340281
68,2900,688(I) Hunter/Killer,2006-10-26,1,Sonalysts,Strategy First,0,0,52,17,0.7536231884057971,22.99,90.0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.0,3.63,4.44,0.8100000000000005,0.22314049586776874
69,2910,Fleet Command,2006-10-26,1,Sonalysts,Strategy First,0,0,127,31,0.8037974683544303,22.99,80.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28.0,10.49,12.11,1.6199999999999992,0.15443279313632022
70,2920,Sub Command,2006-10-26,1,Sonalysts,Strategy First,0,0,33,14,0.7021276595744681,22.99,80.0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,13.0,2.51,2.98,0.4700000000000002,0.18725099601593634
71,2990,FlatOut 2™,2006-12-21,1,Bugbear Entertainment,Strategy First,0,0,5438,343,0.940667704549386,5.99,85.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259.0,52.58,78.38,25.799999999999997,0.4906808672499049
72,3010,Xpand Rally,2006-08-24,1,Techland,Techland,0,0,139,39,0.7808988764044944,3.99,80.0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,2.03,2.92,0.8900000000000001,0.4384236453201972
73,3020,Call of Juarez™,2007-11-08,1,Techland,Techland Publishing,0,0,793,198,0.8002018163471241,8.59,75.0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,95.0,6.39,14.26,7.87,1.2316118935837246
74,3050,Xpand Rally Xtreme,2008-10-08,1,Techland,Techland,0,0,71,36,0.6635514018691588,3.99,80.0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,1.18,1.03,-0.1499999999999999,-0.12711864406779655
75,3130,Men of War: Red Tide,2009-11-01,1,1C Entertainment,1C Entertainment;1C-SoftClub,0,0,294,69,0.8099173553719008,3.99,75.0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,72.0,11.6,11.06,-0.5399999999999991,-0.04655172413793096
76,3170,King's Bounty: Armored Princess,2009-11-19,1,Katauri Interactive,1C Entertainment,0,0,482,53,0.9009345794392524,7.99,75.0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,238.0,31.74,34.15,2.41,0.07592942659105231
77,3230,Genesis Rising,2007-08-06,1,Metamorf,THQ Nordic,0,0,30,94,0.24193548387096775,4.49,75.0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22.0,0.18,0.05,-0.13,-0.7222222222222223
78,3260,Safecracker: The Ultimate Puzzle Adventure,2007-08-29,1,Kheops Studio,HandyGames,0,0,256,172,0.5981308411214953,4.49,80.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,104.0,0.54,0.61,0.06999999999999995,0.12962962962962954
79,3270,Painkiller Overdose,2007-10-30,1,Mindware Studios,THQ Nordic,0,0,429,137,0.7579505300353356,4.49,75.0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,56.0,2.28,2.23,-0.04999999999999982,-0.02192982456140343
80,3330,Zuma Deluxe,2006-08-30,1,"PopCap Games, Inc.","PopCap Games, Inc.",0,0,437,37,0.9219409282700421,4.25,75.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,256.0,164.64,173.44,8.800000000000011,0.05344995140913516
81,3410,Heavy Weapon Deluxe,2006-08-30,1,"PopCap Games, Inc.","PopCap Games, Inc.",0,0,71,28,0.7171717171717171,4.25,75.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.0,0.45,0.67,0.22000000000000003,0.48888888888888893
82,3480,Peggle Deluxe,2007-03-06,1,"PopCap Games, Inc.","PopCap Games, Inc.",0,0,1106,66,0.9436860068259386,4.25,75.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,428.0,72.65,63.15,-9.500000000000007,-0.13076393668272548
83,3490,Venice Deluxe,2007-06-25,1,"Retro64, Inc.","PopCap Games, Inc.",0,0,10,2,0.8333333333333334,4.25,75.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.0,0.93,0.82,-0.1100000000000001,-0.11827956989247322
84,3500,Mystery P.I.™ - The Lottery Ticket,2007-10-16,1,SpinTop Games,"PopCap Games, Inc.",0,0,10,3,0.7692307692307693,4.25,75.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.0,0.93,1.2,0.2699999999999999,0.2903225806451612
85,3510,Amazing Adventures The Lost Tomb™,2007-12-13,1,SpinTop Games,"PopCap Games, Inc.",0,0,21,8,0.7241379310344828,4.25,75.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.0,1.64,1.47,-0.16999999999999993,-0.10365853658536582
86,3520,Mystery P.I.™ - The Vegas Heist,2008-06-05,1,SpinTop Games,"PopCap Games, Inc.",0,0,11,5,0.6875,4.25,75.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.0,1.11,1.07,-0.040000000000000036,-0.036036036036036063
87,3530,Amazing Adventures Around the World,2009-04-15,1,SpinTop Games,"PopCap Games, Inc.",0,0,23,7,0.7666666666666667,4.25,75.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28.0,1.39,1.53,0.14000000000000012,0.10071942446043175
88,3540,Peggle™ Nights,2008-10-15,1,"PopCap Games, Inc.","PopCap Games, Inc.",0,0,368,24,0.9387755102040817,4.25,75.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,141.0,41.63,40.41,-1.220000000000006,-0.029305789094403217
89,3560,Bejeweled Twist,2008-11-18,1,"PopCap Games, Inc.","PopCap Games, Inc.",0,0,98,18,0.8448275862068966,4.25,75.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,28.0,10.58,11.2,0.6199999999999992,0.05860113421550087
90,3570,Mystery P.I.™ - The New York Fortune,2009-01-28,1,SpinTop Games,"PopCap Games, Inc.",0,0,8,5,0.6153846153846154,4.25,75.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.0,1.86,1.58,-0.28,-0.15053763440860216
91,3580,The Wizard's Pen™,2009-02-18,1,"PopCap Games, Inc.","PopCap Games, Inc.",0,0,15,3,0.8333333333333334,4.25,75.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.0,0.27,0.55,0.28,1.037037037037037
92,3590,Plants vs. Zombies GOTY Edition,2009-05-05,1,"PopCap Games, Inc.","PopCap Games, Inc.",0,1,14630,454,0.9699018827897109,4.25,0.0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2700.0,988.34,1121.9,133.56000000000006,0.13513568205273493
93,3600,Escape Rosecliff Island,2009-04-15,1,SpinTop Games,"PopCap Games, Inc.",0,0,97,57,0.6298701298701299,4.25,75.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,157.0,3.0,3.61,0.6099999999999999,0.20333333333333328
94,3610,Mystery P.I. - Lost in Los Angeles,2009-07-27,1,SpinTop Games,"PopCap Games, Inc.",0,0,8,3,0.7272727272727273,4.25,75.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20.0,1.18,1.08,-0.09999999999999987,-0.08474576271186429
95,3620,Zuma's Revenge!,2009-09-15,1,"PopCap Games, Inc.","PopCap Games, Inc.",0,1,435,28,0.9395248380129589,4.25,75.0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,199.0,89.31,93.84,4.530000000000001,0.05072220356063152
96,3700,Sniper Elite,2009-07-16,1,Rebellion,Rebellion,0,0,1181,377,0.7580231065468549,5.59,75.0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,631.0,25.35,24.24,-1.110000000000003,-0.043786982248520824
97,3710,Judge Dredd: Dredd vs. Death,2009-03-26,1,Rebellion,Rebellion,0,0,559,79,0.8761755485893417,5.59,75.0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,161.0,2.09,2.76,0.6699999999999999,0.32057416267942584
98,3720,Evil Genius,2009-06-22,1,Elixir Studios,Rebellion,0,0,1847,95,0.951081359423275,6.99,75.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,656.0,95.21,93.22,-1.9899999999999949,-0.020901165843923906
99,3730,Aliens versus Predator Classic 2000,2010-01-15,1,Rebellion,Rebellion,0,0,1434,219,0.867513611615245,3.99,75.0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,97.0,4.93,6.32,1.3900000000000006,0.28194726166328615
100,3800,Advent Rising,2006-09-14,1,GlyphX Games,Majesco Entertainment,0,0,260,71,0.7854984894259819,7.19,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,136.0,0.91,0.83,-0.08000000000000007,-0.08791208791208799
101,3810,BloodRayne,2006-09-14,1,Terminal Reality,Majesco Entertainment,0,0,369,110,0.7703549060542797,6.99,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,187.0,1.23,1.29,0.06000000000000005,0.04878048780487809
102,3820,BloodRayne 2,2006-09-14,1,Terminal Reality,Majesco Entertainment,0,0,259,103,0.7154696132596685,6.99,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,191.0,1.48,1.72,0.24,0.16216216216216217
103,3830,Psychonauts,2006-10-11,1,Double Fine Productions,Double Fine Productions,0,1,8204,456,0.9473441108545034,6.99,85.0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4406.0,104.67,89.09,-15.579999999999998,-0.14884876277825546
104,3900,Sid Meier's Civilization® IV,2006-10-25,1,Firaxis Games,2K,0,0,1394,129,0.9152987524622456,9.99,0.0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1000.0,496.63,511.12,14.490000000000009,0.02917665062521396
106,3920,Sid Meier's Pirates!,2005-07-11,1,Firaxis Games,2K,0,0,2641,193,0.9318983768525053,5.99,75.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1333.0,98.71,112.88,14.170000000000002,0.14355181845810963
107,3960,Shattered Union,2006-10-25,1,PopTop,2K,0,0,39,49,0.4431818181818182,2.99,75.0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9.0,1.82,1.94,0.11999999999999988,0.06593406593406587
108,3980,CivCity: Rome,2007-04-06,1,FireFly Studios;Firaxis Games,2K,0,0,184,65,0.7389558232931727,5.99,75.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,118.0,12.09,15.07,2.9800000000000004,0.24648469809760137
109,3990,Civilization IV®: Warlords,2007-04-06,1,Firaxis Games,2K,0,0,121,20,0.8581560283687943,2.99,0.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,263.0,131.7,129.59,-2.109999999999985,-0.016021260440394727
110,4000,Garry's Mod,2006-11-29,1,Facepunch Studios,Valve,0,1,363721,16433,0.956772781556948,6.99,75.0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,73750.0,29240.97,30954.39,1713.4199999999983,0.058596551345594834
111,4100,Poker Superstars II,2006-10-05,1,Funkitron,Funkitron,0,0,4,5,0.4444444444444444,5.99,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,9.0,0.94,0.75,-0.18999999999999995,-0.20212765957446804
112,4230,RACE - The WTCC Game,2006-11-24,1,SimBin,SimBin,0,0,119,43,0.7345679012345679,25.99,0.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,0.45,0.39,-0.06,-0.13333333333333333
114,4300,RoboBlitz,2006-11-07,1,Naked Sky Entertainment,Naked Sky Entertainment,0,0,43,14,0.7543859649122807,5.99,0.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,7.0,0.32,0.94,0.6199999999999999,1.9374999999999996
115,4420,Silverfall,2007-03-20,1,Monte Cristo,Focus Home Interactive,0,0,57,36,0.6129032258064516,7.99,75.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,81.0,0.79,0.81,0.020000000000000018,0.025316455696202552
116,4460,City Life 2008,2008-09-29,1,Monte Cristo,Focus Home Interactive,0,0,77,41,0.652542372881356,6.99,80.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,37.0,1.1,1.88,0.7799999999999998,0.7090909090909089
117,4470,Silverfall: Earth Awakening,2008-07-18,1,Monte Cristo,Focus Home Interactive,0,0,31,17,0.6458333333333334,7.99,75.0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35.0,0.54,0.74,0.19999999999999996,0.37037037037037024
118,4500,S.T.A.L.K.E.R.: Shadow of Chernobyl,2007-03-20,1,GSC Game World,GSC Game World,0,0,11039,570,0.9509001636661211,9.99,70.0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1344.0,304.9,316.65,11.75,0.03853722531977698
119,4520,Full Spectrum Warrior,2007-07-17,1,Pandemic Studios,THQ Nordic,0,0,106,60,0.6385542168674698,7.99,75.0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,27.0,1.05,1.23,0.17999999999999994,0.17142857142857137
120,4530,Full Spectrum Warrior: Ten Hammers,2007-07-17,1,Pandemic Studios,THQ Nordic,0,0,76,38,0.6666666666666666,4.99,75.0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,17.0,0.92,0.7,-0.22000000000000008,-0.2391304347826088
121,4570,"Warhammer® 40,000: Dawn of War® - Game of the Year Edition",2007-08-07,1,Relic Entertainment,SEGA,16,0,3485,206,0.9441885667840694,9.99,0.0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3210.0,73.15,108.76,35.61,0.486807928913192
122,4580,"Warhammer® 40,000: Dawn of War® - Dark Crusade",2007-08-07,1,Relic Entertainment,SEGA,16,0,2849,133,0.9553990610328639,9.99,0.0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2259.0,237.68,268.83,31.149999999999977,0.1310585661393469
123,4720,Condemned: Criminal Origins,2012-10-29,1,Monolith,SEGA,18,0,1243,221,0.8490437158469946,9.99,75.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,366.0,3.93,6.03,2.1,0.5343511450381679
124,4760,Rome: Total War™ - Collection,2007-08-28,1,CREATIVE ASSEMBLY,SEGA,0,0,7806,562,0.9328393881453155,8.99,75.0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4399.0,1200.47,1156.38,-44.08999999999992,-0.03672728181462254
125,4770,Rome: Total War™ - Alexander,2007-08-28,1,The Creative Assembly,SEGA,0,0,331,131,0.7164502164502164,8.99,0.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,112.0,32.18,31.87,-0.3099999999999987,-0.009633312616531968
126,4800,Heroes of Annihilated Empires,2006-11-22,1,GSC Game World,GSC Game World,0,0,259,46,0.8491803278688524,9.99,80.0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,43.0,7.43,8.55,1.120000000000001,0.15074024226110377
127,4850,Cossacks: Back to War,2010-09-02,1,GSC Game World,GSC World Publishing,0,0,1081,143,0.8831699346405228,3.99,75.0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,278.0,78.16,84.01,5.8500000000000085,0.07484646878198578
128,4870,Cossacks: Art of War,2011-08-26,1,GSC Game World,GSC World Publishing,0,0,102,22,0.8225806451612904,3.99,75.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,42.0,10.13,12.01,1.879999999999999,0.1855873642645606
129,4880,Cossacks: European Wars,2011-08-26,1,GSC Game World,GSC World Publishing,0,0,170,66,0.7203389830508474,3.99,75.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,49.0,15.38,14.2,-1.1800000000000015,-0.07672301690507162
130,4890,Cossacks II: Battle for Europe,2011-08-26,1,GSC Game World,GSC World Publishing,0,0,246,138,0.640625,3.99,75.0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,64.0,20.85,24.2,3.349999999999998,0.1606714628297361
131,4920,Natural Selection 2,2012-10-30,1,Unknown Worlds Entertainment,Unknown Worlds Entertainment,0,1,8372,1498,0.8482269503546099,6.99,60.0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,9429.0,216.3,189.19,-27.110000000000014,-0.12533518261673607
132,6000,STAR WARS™ Republic Commando™,2009-07-08,1,LucasArts,LucasArts;Lucasfilm;Disney Interactive,0,0,6392,379,0.9440259932063211,7.19,65.0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1239.0,47.31,54.2,6.890000000000001,0.14563517226801945
133,6010,Indiana Jones® and the Fate of Atlantis™,2009-07-08,1,LucasArts,LucasArts;Lucasfilm;Disney Interactive,0,0,597,31,0.9506369426751592,4.79,65.0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,70.0,9.63,12.59,2.959999999999999,0.30737279335410167
