index,appid,name,release_date,english,developer,publisher,required_age,achievements,positive_ratings,negative_ratings,ratingpc,price,discount,discount_bin,windows,linux,mac,cat_Multi-player,cat_Online Multi-Player,cat_Single-player,cat_Steam Cloud,cat_Steam Achievements,cat_Steam Trading Cards,cat_Partial Controller Support,cat_Stats,cat_Co-op,cat_Full controller support,cat_Steam Leaderboards,cat_Shared/Split Screen,gen_Action,gen_Adventure,gen_Indie,gen_Strategy,gen_RPG,gen_Simulation,gen_Casual,gen_Early Access,all_time_peak,jun_19_av,jul_19_av,jun_jul_avuplift,jun_jul_avupliftpc
2116,263720,Brawlout,2018-08-20,1,Angry Mob Games,Angry Mob Games,0,1,324,127,0.7184035476718403,14.99,75.0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,82.0,3.56,4.35,0.7899999999999996,0.22191011235955044
2117,263740,FootLOL: Epic Fail League,2014-04-16,1,Lion's Shade,HeroCraft,0,1,837,152,0.846309403437816,9.99,80.0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1308.0,0.88,0.8,-0.07999999999999996,-0.09090909090909087
2118,263760,Turbo Dismount™,2014-05-21,1,Secret Exit Ltd.,Secret Exit Ltd.,0,1,3800,346,0.9165460684997588,6.99,80.0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,761.0,17.57,19.78,2.210000000000001,0.12578258394991468
2119,263800,Spaceforce Constellations,2013-12-12,1,Dreamatrix,Dreamatrix,0,0,2,17,0.10526315789473684,6.99,75.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13.0,0.0,0.01,0.01,inf
2120,263820,EvilQuest,2014-02-20,1,Chaosoft Games,Chaosoft Games,0,1,530,69,0.8848080133555927,1.59,0.0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,170.0,0.37,0.34,-0.02999999999999997,-0.081081081081081
2121,263860,SPACECOM,2014-09-17,1,Flow Combine,11 bit studios,0,1,261,97,0.729050279329609,7.99,80.0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1217.0,1.3,1.05,-0.25,-0.1923076923076923
2122,263880,Aqua Kitty - Milk Mine Defender,2014-02-03,1,TIKIPOD;Electric Cafe,TIKIPOD,0,1,357,49,0.8793103448275862,4.99,60.0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,144.0,0.28,0.24,-0.040000000000000036,-0.14285714285714296
2123,263920,Zombie Grinder,2015-10-16,1,TwinDrills,TwinDrills,0,1,217,85,0.7185430463576159,6.19,0.0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,47.0,0.25,0.18,-0.07,-0.28
2124,263940,Red Baron Pack,2016-01-07,1,Mad Otter Games,Mad Otter Games,0,0,37,14,0.7254901960784313,6.99,0.0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,10.0,0.77,0.82,0.04999999999999993,0.06493506493506485
2125,263960,Wyv and Keep: The Temple of the Lost Idol,2014-08-08,1,A Jolly Corpse,A Jolly Corpse,0,0,60,14,0.8108108108108109,10.99,90.0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,157.0,0.1,0.11,0.009999999999999995,0.09999999999999995
2126,263980,Out There Somewhere,2016-03-14,1,MiniBoss,EQGames,0,1,6180,459,0.9308630817894261,0.79,51.0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,666.0,3.34,4.71,1.37,0.41017964071856294
2127,264000,Son of Nor,2015-04-27,1,stillalive studios,Viva Media,0,1,129,72,0.6417910447761194,14.99,50.0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,50.0,0.14,0.04,-0.1,-0.7142857142857143
2128,264020,Geekbench 3,2014-03-12,1,Primate Labs Inc.,Primate Labs Inc.,0,1,12,5,0.7058823529411765,10.99,0.0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.0,0.06,0.05,-0.009999999999999995,-0.1666666666666666
2129,264060,Full Bore,2014-05-06,1,Whole Hog Games,Nkidu Games Inc.,0,1,154,28,0.8461538461538461,10.99,86.0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,2892.0,0.33,0.5,0.16999999999999998,0.515151515151515
2130,264080,Vangers,2014-04-24,1,K-D Lab,KranX Productions,0,0,199,35,0.8504273504273504,4.99,0.0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,41.0,0.7,0.77,0.07000000000000006,0.10000000000000009
2131,264160,WazHack,2014-02-17,1,Waz,Waz Games,0,1,435,60,0.8787878787878788,6.99,60.0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,160.0,10.38,9.23,-1.1500000000000004,-0.11078998073217729
2132,264200,One Finger Death Punch,2014-03-03,1,Silver Dollar Games,Silver Dollar Games,0,1,14181,256,0.9822677841656854,3.99,40.0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1857.0,35.91,31.45,-4.459999999999997,-0.12419938735728203
2134,264240,CONSORTIUM,2014-01-08,1,Interdimensional Games Inc,Interdimensional Games Inc,0,1,1026,396,0.7215189873417721,6.99,0.0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,3180.0,1.2,1.09,-0.10999999999999988,-0.09166666666666656
2135,264260,Global Outbreak: Doomsday Edition,2014-08-11,1,ShortRound Games,ShortRound Games,0,1,42,18,0.7,5.99,50.0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1431.0,2.38,1.75,-0.6299999999999999,-0.2647058823529411
2136,264280,99 Levels To Hell,2014-02-19,1,Zaxis Games;B-evil,Zaxis Games,0,1,346,208,0.6245487364620939,3.99,0.0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,164.0,0.36,0.18,-0.18,-0.5
2137,264300,Guns n Zombies,2014-10-30,1,Krealit,Krealit,0,1,668,283,0.7024185068349106,5.59,80.0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,329.0,0.56,0.48,-0.08000000000000007,-0.14285714285714296
2138,264320,Captain Morgane and the Golden Turtle,2014-01-03,1,WizarBox,Reef Entertainment,0,0,83,53,0.6102941176470589,3.99,90.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,117.0,0.15,0.3,0.15,1.0
2139,264340,Major Mayhem,2014-02-24,1,Rocket Jump,Rocket Jump,0,1,217,42,0.8378378378378378,3.99,0.0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,108.0,0.2,0.19,-0.010000000000000009,-0.050000000000000044
2140,264400,Jacob Jones and the Bigfoot Mystery : Episode 1,2014-09-15,1,Lucid Games Ltd,Lucid Games Ltd,0,1,26,0,1.0,3.99,0.0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.0,0.01,0.08,0.07,7.000000000000001
2142,264460,A-Men,2014-01-24,1,Bloober Team SA,Bloober Team SA,0,1,19,28,0.40425531914893614,6.99,0.0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,54.0,0.0,0.06,0.06,inf
2143,264480,BlackSoul: Extended Edition,2014-02-26,1,XeniosVision,Droid Riot,0,0,43,77,0.35833333333333334,3.99,51.0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,6957.0,8.93,1.14,-7.79,-0.8723404255319149
2144,264520,Moebius: Empire Rising,2014-04-15,1,Phoenix Online Studios,Phoenix Online Publishing,0,1,164,56,0.7454545454545455,10.99,76.0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,195.0,0.75,1.38,0.6299999999999999,0.8399999999999999
2145,264540,Platformines,2014-03-28,1,Magiko Gaming,BANDAI NAMCO Entertainment,0,1,189,95,0.6654929577464789,6.99,0.0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,229.0,0.31,0.34,0.030000000000000027,0.09677419354838718
2146,264560,Quest for Infamy,2014-07-10,1,Infamous Quests,Phoenix Online Publishing,0,1,113,20,0.849624060150376,6.99,75.0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,108.0,0.74,0.75,0.010000000000000009,0.013513513513513526
2147,264580,Lost Civilization,2014-04-15,1,Icarus Games,Phoenix Online Publishing,0,0,54,47,0.5346534653465347,3.99,80.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.0,0.09,0.18,0.09,1.0
2148,264710,Subnautica,2018-01-23,1,Unknown Worlds Entertainment,Unknown Worlds Entertainment,0,1,90155,5413,0.9433597019922987,19.49,30.0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,50876.0,2179.38,2568.85,389.4699999999998,0.1787067881691122
2149,264730,Deadly 30,2014-01-08,1,Ignatus Zuk and Gonzalo Villagomez,Headup,0,1,1105,361,0.7537517053206003,3.99,75.0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,677.0,2.47,0.89,-1.58,-0.6396761133603238
2150,265000,FORCED SHOWDOWN,2016-03-29,1,BetaDwarf,BetaDwarf,0,1,478,77,0.8612612612612612,14.99,75.0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,347.0,4.08,3.7,-0.3799999999999999,-0.09313725490196076
2151,265120,Meridian: New World,2014-09-26,1,Elder Games,Merge Games;Headup Games,0,1,224,227,0.49667405764966743,4.99,85.0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,463.0,1.25,0.67,-0.58,-0.46399999999999997
2153,265210,Viscera Cleanup Detail: Santa's Rampage,2013-12-13,1,RuneStorm,RuneStorm,0,1,3645,395,0.9022277227722773,1.79,30.0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,686.0,16.25,14.85,-1.4000000000000004,-0.08615384615384618
2154,265240,Crazy Machines: Golden Gears,2014-03-27,1,FAKT Software Gmbh,Viva Media Inc,0,1,9,14,0.391304347826087,6.99,50.0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,17.0,0.06,0.07,0.010000000000000009,0.16666666666666682
2155,265300,Lords Of The Fallen™,2014-10-28,1,CI Games;Deck 13,CI Games,16,1,7393,4963,0.5983327937843963,23.79,0.0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,8014.0,59.9,86.89,26.990000000000002,0.45058430717863107
2156,265330,Gomo,2013-12-06,1,Fishcow Studio,Daedalic Entertainment,0,0,921,306,0.7506112469437652,3.99,90.0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,74.0,0.89,0.92,0.030000000000000027,0.03370786516853935
2157,265380,Grimind,2014-02-13,1,Paweł Mogiła,Forever Entertainment S. A.,0,1,163,78,0.6763485477178424,6.99,90.0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1519.0,0.2,0.18,-0.020000000000000018,-0.10000000000000009
2158,265470,Even the Ocean,2016-11-16,1,Sean Han Tani;Marina Kittaka,Analgesic Productions,0,1,107,18,0.856,10.99,67.0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,19.0,0.65,1.01,0.36,0.5538461538461538
2159,265550,Dead Rising 3 Apocalypse Edition,2014-09-05,1,Capcom Game Studio Vancouver,Capcom,18,1,7251,3060,0.7032295606633692,24.99,70.0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,11398.0,82.74,100.65,17.91000000000001,0.2164612037708486
2160,265590,The Red Solstice,2015-07-09,1,Ironward,Nkidu Games Inc.,0,1,1476,535,0.7339632023868722,7.19,60.0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,81972.0,16.67,19.89,3.219999999999999,0.19316136772645462
2161,265610,Epic Battle Fantasy 4,2014-02-25,1,Matt Roszak,Matt Roszak,0,1,2180,80,0.9646017699115044,8.99,75.0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1111.0,15.63,24.81,9.179999999999998,0.5873320537428022
2162,265670,Imagine Me,2014-12-09,1,KinifiGames LLC,KinifiGames LLC,0,1,142,298,0.32272727272727275,1.99,0.0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,169.0,0.06,0.03,-0.03,-0.5
2163,265750,Secret Ponchos,2015-10-13,1,Switchblade Monkeys Entertainment,Switchblade Monkeys Entertainment,0,1,970,380,0.7185185185185186,10.99,0.0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1357.0,0.12,0.23,0.11000000000000001,0.9166666666666669
2164,265790,Residue: Final Cut,2014-08-01,1,The Working Parts,The Working Parts,0,1,55,30,0.6470588235294118,1.59,75.0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,45.0,0.02,0.17,0.15000000000000002,7.500000000000001
2165,265810,The Sandbox,2015-06-29,1,PIXOWL INC.,PIXOWL INC.,0,1,321,221,0.5922509225092251,3.99,0.0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,105.0,2.07,1.24,-0.8299999999999998,-0.4009661835748792
2166,265830,Monochroma,2014-05-28,1,Nowhere Studios,Nowhere Studios,0,1,452,151,0.7495854063018242,14.99,80.0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,39.0,0.7,0.65,-0.04999999999999993,-0.07142857142857134
2167,265870,Alpha Kimori™ 1,2014-03-17,1,Sherman3D,Sherman3D,0,0,122,86,0.5865384615384616,6.99,0.0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,210.0,0.06,0.07,0.010000000000000009,0.16666666666666682
2168,265890,Hexcells,2014-02-19,1,Matthew Brown,Matthew Brown,0,1,3482,129,0.9642758238715038,1.99,70.0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,377.0,6.71,8.51,1.7999999999999998,0.2682563338301043
2169,265930,Goat Simulator,2014-04-01,1,Coffee Stain Studios,Coffee Stain Publishing,0,1,45892,5779,0.8881577674130556,7.19,75.0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,10022.0,120.03,131.84,11.810000000000002,0.09839206864950431
2170,265950,Ether One,2014-03-25,1,White Paper Games,White Paper Games,0,1,272,92,0.7472527472527473,14.99,0.0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,79.0,0.47,0.29,-0.18,-0.3829787234042553
